TSid,dataSetName,iso2kUI,archiveType,pub1_doi,lat,lon,elevation,siteName,minYear,maxYear,variableName,units,description,measurementMaterial,measurementMaterialDetail,climateVariable,climateVariableDetail,seasonality,direction,isotopeInterpretation1_inferredMaterial,isotopeInterpretation1_direction,isotopeInterpretation1_variable,isotopeInterpretation1_seasonality,QC comments,QC Certification,Iso2k primary timeseries for dataset,link to lipdverse,QC notes from Hackathon #2 (and initials),Iso2k QC certification (INITIALS)
IC00OEKC01A,IC00OEKC,IC00OEKC01A,GlacierIce,10.3189/172756402781816492,-74.21,-9.75,1439,DML Plateau (Kottas Camp) FB9802,-47,69,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,"AO: fixed primary reference to Graf 2002, in accordance with Pangea",AO (01/15/2019),TRUE,http://lipdverse.org/iso2k/0_12_0/IC00OEKC.html,,AO (01/16/2019)
IC00SC1601A,IC00SC16,IC00SC1601A,GlacierIce,10.2312/BzP_0362_2000,73.9402,-37.6299,3040,B16,-42,472,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,AO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC00SC16.html,,
IC00SC1801A,IC00SC18,IC00SC1801A,GlacierIce,10.1594/PANGAEA.849150,76.617,-36.4033,2508,B18,-42,1076,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,DVD,TRUE,http://lipdverse.org/iso2k/0_12_0/IC00SC18.html,,
NPM11111,IC00SC18,,GlacierIce,10.1594/PANGAEA.849150,76.617,-36.4033,2508,B18,-42,1076,d18O,permil,d18O of glacier ice,,,,,,,precipitation,,,,,TO,FALSE,http://lipdverse.org/iso2k/0_12_0/IC00SC18.html,"isotope interpretation 1,2,3 is missing. -BK; TO: This is a duplicate of IC00SC1801A and can be deleted...",
IC00SC2101A,IC00SC21,IC00SC2101A,GlacierIce,10.1594/PANGAEA.849153,80,-41.1374,2185,B21,-43,578,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,DVD,TRUE,http://lipdverse.org/iso2k/0_12_0/IC00SC21.html,,
IC00SC2601A,IC00SC26,IC00SC2601A,GlacierIce,10.2312/BzP_0362_2000,77.2533,-49.2167,2598,B26,-44,445,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,AO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC00SC26.html,,
IC00SC2901A,IC00SC29,IC00SC2901A,GlacierIce,10.1594/PANGAEA.849237,76.0039,-43.492,2874,B29,-44,479,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,DVD,TRUE,http://lipdverse.org/iso2k/0_12_0/IC00SC29.html,,
LPD257214a7accr,IC00SC29,,GlacierIce,10.1594/PANGAEA.849237,76.0039,-43.492,2874,B29,-44,479,Accumulation rate ice (kg/m2/yr),kg/m2/yr,accumulation rate,,,,,,,precipitation,,,,,DVD,FALSE,http://lipdverse.org/iso2k/0_12_0/IC00SC29.html,,
IC00STHN01A,IC00STHN,IC00STHN01A,GlacierIce,10.3189/172756500781832774,-73.1,165.4,2960,Hercules NA©vA©,-42,180,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,AO (01/15/2019),TRUE,http://lipdverse.org/iso2k/0_12_0/IC00STHN.html,,AO (01/16/2019)
IC00STTY01A,IC00STTY,IC00STTY01A,GlacierIce,10.1111/j.0435-3676.2000.00122.x,-77.78,158.72,2365,Taylor Dome,10.7,1949.325373,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,AO (01/15/2019),TRUE,http://lipdverse.org/iso2k/0_12_0/IC00STTY.html,,AO (01/16/2019)
IC00THDS03B,IC00THDS,IC00THDS03B,GlacierIce,10.1126/science.289.5486.1916,28.38,85.72,7200,Dasuopu,-47,940,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,summer (JJA),positive,precipitation,positive,P_isotope,Summer,decadal data,TO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC00THDS.html,,
IC00THDS03A,IC00THDS,IC00THDS03A,GlacierIce,10.1126/science.289.5486.1916,28.38,85.72,7200,Dasuopu,-46,500,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,summer (JJA),positive,precipitation,positive,P_isotope,Summer,annual data,TO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC00THDS.html,isotope interpretation 1 field has an error (move to isotope interpretation 2?) - BK --> TO:corrected,
IC01JO0101A,IC01JO01,IC01JO0101A,GlacierIce,https://doi.org/10.1029/2000GL012243,-75.1,123.39,3233,EDC Dome C,31.0565,1947.4,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,AO (01/15/2019),TRUE,http://lipdverse.org/iso2k/0_12_0/IC01JO01.html,,AO (01/16/2019)
IC02GR0501A,IC02GR05,IC02GR0501A,GlacierIce,10.3189/172756402781816492,-75,0.01,2882,B32Site DML05,-46,1784,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,AO (01/15/2019),TRUE,http://lipdverse.org/iso2k/0_12_0/IC02GR05.html,,AO (01/16/2019)
IC02GR0701A,IC02GR07,IC02GR0701A,GlacierIce,10.3189/172756402781816492,-75.58,-3.43,2669,B31Site DML07,-44,950,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,AO (01/15/2019),TRUE,http://lipdverse.org/iso2k/0_12_0/IC02GR07.html,,AO (01/16/2019)
IC02GR1701A,IC02GR17,IC02GR1701A,GlacierIce,10.3189/172756402781816492,-75.17,6.5,3160,B33Site DML17,-47,950,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,AO (01/15/2019),TRUE,http://lipdverse.org/iso2k/0_12_0/IC02GR17.html,,AO (01/16/2019)
IC02HEWD01A,IC02HEWD,IC02HEWD01A,GlacierIce,,81,64,509,Windy Dome,-45,725,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,DVD,TRUE,http://lipdverse.org/iso2k/0_12_0/IC02HEWD.html,,
IC02MUBI01A,IC02MUBI,IC02MUBI01A,GlacierIce,10.3189/172756402781817176,-79.57,-45.72,890,Berkner Island (South) B25,-42,950,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,AO (01/16/2019),TRUE,http://lipdverse.org/iso2k/0_12_0/IC02MUBI.html,,AO (01/16/2019)
IC02SCGN01A,IC02SCGN,IC02SCGN01A,GlacierIce,10.3189/172756402781816915,-70.62,-8.37,40,DML Georg-von-Neumayer Station B04,-31,58,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,"added interpretation, which is not the mean annual temperature, but not sure if I should delete all interpretation fields.",AO (01/16/2019),TRUE,http://lipdverse.org/iso2k/0_12_0/IC02SCGN.html,,AO (01/16/2019)
IC02STTA02A,IC02STTA,IC02STTA02A,GlacierIce,10.1029/2000JD000317,-72.8,159.06,2316,TD96 Talos Dome,-45,718,dD,permil,dD of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,AO (01/16/2019),TRUE,http://lipdverse.org/iso2k/0_12_0/IC02STTA.html,,AO (01/16/2019)
IC02THKI05A,IC02THKI,IC02THKI05A,GlacierIce,10.1126/science.1073198,-3.08,37.35,5893,Kilimanjaro SIF2,0,1490,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,TO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC02THKI.html,,
IC02THKI02A,IC02THKI,IC02THKI02A,GlacierIce,10.1126/science.1073198,-3.08,37.35,5893,Kilimanjaro SIF2,0,1490,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,TO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC02THKI.html,,
IC02THKI03A,IC02THKI,IC02THKI03A,GlacierIce,10.1126/science.1073198,-3.08,37.35,5893,Kilimanjaro SIF2,0,1490,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,TO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC02THKI.html,,
IC02THKI04A,IC02THKI,IC02THKI04A,GlacierIce,10.1126/science.1073198,-3.08,37.35,5893,Kilimanjaro SIF2,0,1490,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,TO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC02THKI.html,,
IC02THKI01A,IC02THKI,IC02THKI01A,GlacierIce,10.1126/science.1073198,-3.08,37.35,5893,Kilimanjaro SIF2,0,1490,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,,,positive,d18O of precipitation,1 2 3 4 5 6 7 8 9 10 11 12,,,?,http://lipdverse.org/iso2k/0_12_0/IC02THKI.html,,
IC03HOIL01A,IC03HOIL,IC03HOIL01A,GlacierIce,10.1029/2002GL014870,-16.62,-67.77,6350,Illimani,-48,179,dD,permil,dD of glacier ice,glacier ice,,source region,of precipitation,1 2 3 4 5 6 7 8 9 10 11 12,NaN,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,TO: fixed climate and isotope interpretation,TO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC03HOIL.html,,
IC03HORB01A,IC03HORB,IC03HORB01A,GlacierIce,10.1016/S1352-2310(02)00582-4,27.98,86.92,6500,East Rongbuk Glacier,-47.93,106.1,d18O,permil,d18O of glacier ice,glacier ice,,,,,,precipitation,,P_isotope,,TO: fixed climate and isotope interpretation,TO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC03HORB.html,,
IC04FIML01A,IC04FIML,IC04FIML01A,GlacierIce,10.7202/013147ar,60.59,-140.5,5340,Mt Logan (PRCol),-45,1390,d18O,permil,d18O of glacier ice,glacier ice,,atmospheric circulation,tropical or North Pacific moisture,1 2 3 4 5 6 7 8 9 10 11 12,,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,TO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC04FIML.html,,
IC05ISAU01A,IC05ISAU,IC05ISAU01A,GlacierIce,10.1111/j.0435-3676.2005.00253.x,79.83,24,750,Austfonna,-48,550,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,TO: fixed second pub,"DVD, TO",TRUE,http://lipdverse.org/iso2k/0_12_0/IC05ISAU.html,,
IC05MANG01A,IC05MANG,IC05MANG01A,GlacierIce,10.1029/2004JD005575,75.1,-42.32,2917,NorthGRIP,3.17272,9815.05,deuteriumExcess,permil,d excess of glacier ice,glacier ice,,Correlation with sea surface temperature and humidity at the oceanic source region of the precipitation,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,TO: wrong agescale in lipdverse,TO,FALSE,http://lipdverse.org/iso2k/0_12_0/IC05MANG.html,,
IC06KAS101A,IC06KAS1,IC06KAS101A,GlacierIce,10.3189/172756404781814186,-70.24,4.8,48,DML Fimbulisen S100,-49,213,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,AO (01/16/2019),TRUE,http://lipdverse.org/iso2k/0_12_0/IC06KAS1.html,,AO (01/16/2019)
IC06THDD01A,IC06THDD,IC06THDD01A,GlacierIce,10.1073/pnas.0603900103,38.1,96.4,5325,Dunde Ice Cap,-37,940,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,Summer,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,TO: fixed climate and isotope interpretation,TO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC06THDD.html,isotope interpretation 1 field has an error (move to isotope interpretation 2?) - BK --> TO: corrected,
IC06THPR01A,IC06THPR,IC06THPR01A,GlacierIce,10.3189/172756406781812357,33.9167,89.0833,6070,Puruogangri ice cap,Inf,-Inf,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,Summer,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,TO: the data need a correction,TO,?,http://lipdverse.org/iso2k/0_12_0/IC06THPR.html,isotope interpretation 1 field has an error (move to isotope interpretation 2?) - BK,
IC06THPR02A,IC06THPR,IC06THPR02A,GlacierIce,10.3189/172756406781812357,33.9167,89.0833,6070,Puruogangri ice cap,Inf,-Inf,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,Summer,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,TO: the data need a correction,TO,?,http://lipdverse.org/iso2k/0_12_0/IC06THPR.html,,
IC06THPR02B,IC06THPR,IC06THPR02B,GlacierIce,10.3189/172756406781812357,33.9167,89.0833,6070,Puruogangri ice cap,Inf,-Inf,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,Summer,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,TO: the data need a correction,TO,?,http://lipdverse.org/iso2k/0_12_0/IC06THPR.html,,
IC06VID301A,IC06VID3,IC06VID301A,GlacierIce,10.1029/2005JD006921,65.18,-43.83,2480,DYE-3,-10,11649,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,Holocene record,DVD,TRUE,http://lipdverse.org/iso2k/0_12_0/IC06VID3.html,,
IC06VIGR01A,IC06VIGR,IC06VIGR01A,GlacierIce,10.1029/2005JD006921,72.3,-37.4,3238,GRIP Full,-10,11649,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,DVD,TRUE,http://lipdverse.org/iso2k/0_12_0/IC06VIGR.html,,
IC06VING01A,IC06VING,IC06VING01A,GlacierIce,10.1029/2005JD006921,75.1,-42.32,2917,NGRIP,-10,11649,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,DVD,TRUE,http://lipdverse.org/iso2k/0_12_0/IC06VING.html,,
IC06WAML01A,IC06WAML,IC06WAML01A,GlacierIce,10.1007/s11430-006-1079-9,35.81,90.76,5680,Malan Glacier,-49,821,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,Summer,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,TO: fixed climate and isotope interpretation,TO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC06WAML.html,isotope interpretation 1 field has an error (move to isotope interpretation 2?) - BK --> TO: corrected,
IC07KADF01A,IC07KADF,IC07KADF01A,GlacierIce,"10.1038/nature01525 10.1038/nature06015, doi:10.1016/j.polar.2011.08.001, doi:10.5194/tcd-8-769-2014",-77.32,39.7,3810,Dome F 1993,482.7912494,1526.205871,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,AO : fixed original citation to Watanabe,AO (01/16/2019),TRUE,http://lipdverse.org/iso2k/0_12_0/IC07KADF.html,,AO (01/16/2019)
IC07KARB01A,IC07KARB,IC07KARB01A,GlacierIce,10.1029/2007GL030440,28.03,86.96,6518,East Rongbuk Glacier,-47.5,952.5,dD,permil,dD of glacier ice,glacier ice,,amount effect,precipitation,Summer,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,TO: fixed climate and isotope interpretation,TO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC07KARB.html,isotope interpretation 1 field has an error (move to isotope interpretation 2?) - BK --> TO: corrected,
IC08DILO01A,IC08DILO,IC08DILO01A,GlacierIce,10.1029/2008JD010076,78.86,17.42,1250,Lomonosovfonna,-47,1173,deuteriumExcess,permil,d excess of glacier ice,glacer ice,,Sea surface temperature and humidity at the oceanic source region of the precipitation,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,updated chronology (2011),DVD,TRUE,http://lipdverse.org/iso2k/0_12_0/IC08DILO.html,,
IC08HODF02A,IC08HODF,IC08HODF02A,GlacierIce,"10.1038/nature01525 10.1038/nature06015, doi:10.1016/j.polar.2011.08.001, doi:10.5194/tcd-8-769-2014",-77.32,39.7,3810,Dome F 2001,75,1255,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,AO : fixed original citation to Watanabe,AO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC08HODF.html,,AO (01/16/2019)
IC08THGZ01A,IC08THGZ,IC08THGZ01A,GlacierIce,10.1029/2009GL040104,-73.59,-70.36,1400,Gomez,-56,93,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,"AO: fixed year (2009) of original citation, and basis for isotope interpretation",AO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC08THGZ.html,,AO (01/16/2019)
IC08VI7701A,IC08VI77,IC08VI7701A,GlacierIce,10.1029/2007JD009143,80.7,-73.1,1670,Agassiz A77,10,11649,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,20 yr average,series is flat (mean only),,FALSE,http://lipdverse.org/iso2k/0_12_0/IC08VI77.html,,
IC08VI7901A,IC08VI79,IC08VI7901A,GlacierIce,10.1029/2007JD009143,80.7,-73.1,1700,Agassiz A79,10,11649,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,20 yr average,DVD: fixed lat/lon,DVD,TRUE,http://lipdverse.org/iso2k/0_12_0/IC08VI79.html,,
IC08VI8401A,IC08VI84,IC08VI8401A,GlacierIce,10.1029/2007JD009143,80.7,-73.1,1730,Agassiz A84,10,11649,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,20 yr average,DVD: fixed lat/lon,DVD,TRUE,http://lipdverse.org/iso2k/0_12_0/IC08VI84.html,,
IC08VI8701A,IC08VI87,IC08VI8701A,GlacierIce,10.1029/2007JD009143,80.7,-73.1,1730,Agassiz A87,10,11649,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,20 yr average,DVD: fixed lat/lon,DVD,TRUE,http://lipdverse.org/iso2k/0_12_0/IC08VI87.html,,
IC08VIRE01A,IC08VIRE,IC08VIRE01A,GlacierIce,10.1029/2007JD009143,71.27,-26.73,2350,Renland,-10,59389,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,20 yr average,,DVD,TRUE,http://lipdverse.org/iso2k/0_12_0/IC08VIRE.html,,
IC08VISV01A,IC08VISV,IC08VISV01A,GlacierIce,10.1029/2007JD009502,-46.58,-73.32,3747,San Valentin,-55.31,-14.88,d18O,permil,d18O of glacier ice,glacier ice,,source region,of precipitation,1 2 3 4 5 6 7 8 9 10 11 12,NaN,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,TO: fixed climate and isotope interpretation,TO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC08VISV.html,isotope interpretation direction missing - HRS -->TO: corrected,
IC09EIBE01A,IC09EIBE,IC09EIBE01A,GlacierIce,10.1029/2008GL035930,49.8067,86.56,4062,Belukha glacier,-25,695,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,March to November,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,TO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC09EIBE.html,,
IC09KA7901A,IC09KA79,IC09KA7901A,GlacierIce,10.1177/095968369500500103,80.7,-73.1,1700,Agassiz A79,-22,1949,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,AO: fixed references,AO,TRUE,http://lipdverse.org/iso2k/0_12_0/IC09KA79.html,,
IC09KAD301A,IC09KAD3,IC09KAD301A,GlacierIce,10.1126/science.1173983,65.18,-43.83,2477,DYE-3,-45,1945,d18O,permil,d18O of glacier ice (anomaly/index),glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,2K series,DVD,FALSE,http://lipdverse.org/iso2k/0_12_0/IC09KAD3.html,"omitted since there's another Dye3 record that is longer, and not normalized",
IC09KANG01A,IC09KANG,IC09KANG01A,GlacierIce,10.1126/science.1173983,75.1,-42.32,2917,NGRIP,-45,1949,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,2K series,DVD,TRUE,http://lipdverse.org/iso2k/0_12_0/IC09KANG.html,,
IC09OPAN01A,IC09OPAN,IC09OPAN01A,GlacierIce,10.3189/002214309788609029,80.52,94.82,750,Akademii Nauk,-48,67,dD,permil,dD of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,,"DVD, TO",TRUE,http://lipdverse.org/iso2k/0_12_0/IC09OPAN.html,,
IC09OPAN01C,IC09OPAN,IC09OPAN01C,GlacierIce,10.3189/002214309788609029,80.52,94.82,750,Akademii Nauk,-48,67,d18O,permil,d18O of glacier ice,glacier ice,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,precipitation,positive,P_isotope,1 2 3 4 5 6 7 8 9 10 11 12,"not a d18O record, furthermore there is a longer record available (IC13OPAN01A)","DVD, TO",FALSE,http://lipdverse.org/iso2k/0_12_0/IC09OPAN.html,"isotope interpretation1,2,3 is missing. -BK --> TO: corrected, but this record should be omitted",
